5.7189758,45.1708983
5.7095049,45.1685131
5.7255807,45.1678967
5.7349338,45.1715746
5.7410712,45.1890934
5.7362237,45.1668093
5.7035853,45.1648446
5.7303635,45.1616219
5.7309874,45.1630342
5.7325453,45.1958728
5.7036192,45.1653744
5.7395959,45.1606196
5.734967,45.1771926
5.7132542,45.1871767
5.7219255,45.1903212
5.7389827,45.1917412
5.7183654,45.1757259
5.7327944,45.1697027
5.7428543,45.1758934
5.7077149,45.1756122
5.7199815,45.1941484
5.7255894,45.1677628
5.7052799,45.1637434
5.741605,45.1947599
5.7183239,45.1621654
5.7376535,45.1608377
5.7256877,45.163115
5.7319043,45.1670432
5.7351276,45.1768027
5.7351208,45.195286
5.7383747,45.170747
5.7224162,45.1626769
5.7339863,45.1917686
5.7287804,45.1622377
5.7352106,45.1703165
5.7080087,45.1650831
5.7256031,45.1674454
5.7330696,45.167759
5.719881,45.1899516
5.7417146,45.1897007
5.716266,45.1959338
5.7451455,45.1780779
5.7264392,45.1920778
5.7246815,45.1665005
5.7182816,45.1608323
5.7372812,45.1689796
5.7415706,45.1757995
5.7235527,45.1735718
5.7318398,45.163168
5.7426087,45.1881807
5.7278661,45.1612454
5.7269464,45.1652972
5.7312,45.1621764
5.728447,45.1837614
5.7256708,45.1725847
5.7167262,45.195586
5.705889,45.1612587
5.7420415,45.1721525
5.7158157,45.1802629
5.7318211,45.1714215
5.7310574,45.1860088
5.7215469,45.1777653
5.729702,45.1893968
5.7426312,45.1885473
5.7036256,45.1808935
5.726207,45.1702202
5.7042103,45.181665
5.731774,45.1742848
5.7407173,45.1737077
5.7360592,45.1725866
5.7127265,45.1875753
5.7325108,45.1523711
5.7428338,45.1765023
5.7162564,45.1959078
5.7301694,45.1820028
5.7432043,45.1758373
5.7255438,45.1621624
5.7435325,45.1794469
5.7379423,45.1909213
5.6982561,45.2068406
5.7368209,45.1635304
5.743378,45.173354
5.6982787,45.2043153
5.7272029,45.1843632
5.7254087,45.1669559
5.7381637,45.1754254
5.7165088,45.1959262
5.7207828,45.1803115
5.7317122,45.1757826
5.7443731,45.1827369
5.73604,45.165464
5.7205429,45.1948494
5.7047349,45.2022147
5.7113416,45.1666018
5.7131507,45.1886033
5.7128073,45.1850332
5.7269246,45.1849565
5.7103326,45.1617594
5.7477385,45.1728951
5.7255143,45.1917406
5.7382812,45.1891859
5.7394713,45.190846
5.7470306,45.1752487
5.7277782,45.1647304
5.7254907,45.1676162
5.7363279,45.1943095
5.7255718,45.1656143
5.7262712,45.19287
5.7462485,45.1878226
5.7315597,45.1883223
5.7071431,45.1665236
5.7135461,45.2002451
5.7409268,45.1932177
5.7327742,45.1819139
5.7249784,45.1700457
5.7309611,45.182019
5.7161071,45.1965512
5.7178216,45.1765507
5.7173022,45.1695315
5.732362,45.1850667
5.7200821,45.1939513
5.7397883,45.1921015
5.7382573,45.1734892
5.7499616,45.1761754
5.7361218,45.1968753
5.7111083,45.1951116
5.7104064,45.1967759
5.7463139,45.1883572
5.7047199,45.163576
5.7386706,45.1655546
5.7423418,45.1735403
5.7315592,45.1799619
5.7363417,45.1702477
5.7400017,45.1991341
5.7336454,45.1962143
5.7209198,45.1773279
5.703032,45.1808435
5.7207155,45.175992
5.7432963,45.1743241
5.7204858,45.1611798
5.7094929,45.1817541
5.7051058,45.1755941
5.7177941,45.1633862
5.7362202,45.1878158
5.7367367,45.1888951
5.7357292,45.1949902
5.7060818,45.1654633
5.7448086,45.170426
5.7286973,45.1633254
5.7321461,45.1678968
5.742561,45.1766434
5.727365,45.1829589
5.7397515,45.191015
5.7329036,45.1959632
5.7356247,45.1688341
5.7397717,45.1611033
5.7308235,45.1615086
5.7392112,45.171638
5.7400783,45.1892688
5.7403624,45.1736769
5.7428278,45.1771803
5.73687,45.1717439
5.7100498,45.1910776
5.7003975,45.2047268
5.7136904,45.1909001
5.7256612,45.1661138
5.7338871,45.1707371
5.7380241,45.1714081
5.7413312,45.188873
5.7126201,45.1731704
5.7316824,45.1619193
5.7298303,45.1763522
5.7073273,45.1660347
5.7322782,45.1709753
5.7159239,45.1776822
5.7322854,45.1708161
5.7114047,45.1657226
5.7287065,45.1753192
5.7255165,45.1671101
5.7284337,45.166869
5.721054,45.1783885
5.7241705,45.1640096
5.7043335,45.1703971
5.7450809,45.1938367
5.7365615,45.1771553
5.7410293,45.1751835
5.7105421,45.1933309
5.7335672,45.200389
5.7364749,45.166808
5.7085171,45.1732575
5.7256713,45.1665207
5.7423516,45.1894635
5.720181,45.1936745
5.7295824,45.1767344
5.7422863,45.1756727
5.7320878,45.1631031
5.7402018,45.1689837
5.7175261,45.1943481
5.737719,45.1568564
5.7053349,45.175573
5.7159618,45.1885992
5.7102477,45.1752209
5.7172821,45.1949028
5.7255974,45.1668607
5.7403866,45.1924999
5.7133245,45.1664386
5.7336151,45.1965336
5.7282879,45.1838182
5.7397501,45.1931273
5.704026,45.1798846
5.7433807,45.1862597
5.7361869,45.1885368
5.724503,45.1609472
5.7371443,45.1703981
5.7098763,45.1749021
5.7058324,45.1913456
5.7180755,45.1773162
5.7254398,45.1814891
5.7218731,45.177571
5.7308271,45.167904
5.7059945,45.177028
5.7172221,45.1977003
5.7035397,45.164151
5.7453714,45.1950214
5.736327,45.1716918
5.7345104,45.169797
5.7278209,45.1595758
5.7070459,45.1671376
5.7244652,45.1735383
5.7116136,45.1742799
5.7427824,45.1766206
5.7359884,45.1732107
5.7281343,45.1680278
5.7352891,45.1680987
5.7409926,45.1794339
5.7029806,45.1714152
5.7323527,45.1696633
5.7257781,45.1814107
5.7286188,45.1652832
5.7136596,45.2002716
5.7334146,45.1542445
5.7259085,45.1619054
5.7137905,45.1731197
5.7269388,45.191728
5.7405228,45.1891078
5.7278715,45.1598062
5.7137104,45.1985333
5.716416,45.1879339
5.7313138,45.1863237
5.73873,45.173406
5.7431778,45.1760536
5.7286536,45.1649943
5.7176343,45.1635464
5.7273638,45.1705091
5.7096679,45.1605413
5.7246281,45.1836981
5.7041064,45.1687077
